ID CUSTOMER;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
3345PBBFH;Male;0;Yes;No;8;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);4955;39345;No
5055BRMNE;Female;0;Yes;Yes;67;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Two year;No;Credit card (automatic);1067;70095;No
9189JWSHV;Female;1;Yes;No;24;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9355;226405;Yes
2190PHBHR;Female;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Two year;Yes;Credit card (automatic);9445;69217;No
2650GYRYL;Male;0;Yes;Yes;33;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);1945;60025;No
0746JTRFU;Male;0;No;No;2;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;2505;5635;Yes
5208FVQKB;Male;0;Yes;No;70;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Two year;No;Mailed check;6795;466415;No
7184LRUUR;Female;0;No;No;22;Yes;No;DSL;No;Yes;Yes;No;Yes;No;One year;No;Bank transfer (automatic);6525;14418;No
6627CFOSN;Female;0;No;No;59;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);9945;56237;No
3982JGSFD;Male;0;No;No;36;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);2035;69585;No
1574DYCWE;Female;0;Yes;Yes;51;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;1995;102875;No
7247XOZPB;Male;0;Yes;No;53;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;No;One year;No;Bank transfer (automatic);774;415595;No
2466FCCPT;Female;0;Yes;Yes;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);197;3956;No
6211WWLTF;Male;0;Yes;No;63;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);997;63304;No
4826TZEVA;Female;0;No;No;40;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);748;29717;No
6016NXBNJ;Male;0;No;No;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;1915;638;No
9138EFSMO;Male;0;Yes;Yes;26;Yes;No;Fiber optic;No;No;No;No;No;Yes;One year;No;Bank transfer (automatic);7895;203425;No
0576WNXXC;Male;1;Yes;No;27;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;9555;25102;Yes
4632XJMEX;Male;0;No;Yes;53;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;No;Credit card (automatic);6285;34195;No
8910LEDAG;Male;1;Yes;No;34;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);7155;242735;No
3452GWUIN;Female;1;Yes;No;19;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9495;176025;No
2716GFZOR;Male;0;Yes;No;43;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);861;355165;No
3724UCSHY;Male;0;Yes;Yes;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1955;1229;No
8626XHBIE;Male;0;No;Yes;56;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;248;14242;No
4628CTTLA;Male;0;No;No;57;No;No phone service;DSL;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;393;211145;Yes
3192LNKRK;Male;0;Yes;Yes;34;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;8405;290995;No
4439YRNVD;Female;0;No;No;10;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Electronic check;3625;374;No
2876VBBBL;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;2025;2025;Yes
6834NXDCA;Female;0;No;No;13;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;239;3008;Yes
2208UGTGR;Male;0;No;No;56;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;986;558105;No
3005TYFRD;Female;0;Yes;No;55;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);10365;567665;No
8670MEFCP;Female;0;Yes;Yes;36;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);929;337925;No
3079BCHLN;Male;0;Yes;No;47;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);199;94295;No
7777UNYHB;Female;0;Yes;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);201;2324;No
5597GLBUC;Female;0;No;No;1;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;8545;8545;Yes
7278CKDNC;Male;1;No;No;24;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;805;208845;No
2748MYRVK;Female;0;No;No;63;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;No;Bank transfer (automatic);999;6137;Yes
8450UYIBU;Female;1;No;No;35;No;No phone service;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;3985;14346;No
2969VAPYH;Female;0;No;No;67;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;No;Credit card (automatic);605;3870;No
4822YCXMX;Male;0;No;No;25;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;848;204345;Yes
7181OQCUT;Male;0;No;No;21;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;10385;2215;No
8474UMLNT;Female;0;No;No;13;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Month-to-month;No;Bank transfer (automatic);678;84225;No
9821POOTN;Male;0;Yes;No;35;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;752;25762;Yes
3836FZSDJ;Male;1;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2485;1901;No
9142XMYJH;Female;0;No;No;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);1935;6016;No
6559ILWKJ;Male;0;Yes;No;71;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Two year;No;Electronic check;4935;351525;Yes
0187QSXOE;Male;1;Yes;No;7;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;89;60545;No
7733UDMTP;Female;1;No;No;57;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;55;309405;No
2649HWLYB;Male;0;Yes;No;65;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);7615;492955;No
5214CHIWJ;Male;0;No;No;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;203;59505;No
4229CZMLL;Male;0;No;No;6;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;749;4698;Yes
6904JLBGY;Female;1;No;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);11735;843625;No
2465BLLEU;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;1975;1975;No
1685VAYJF;Male;0;No;No;11;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);452;492;No
8874EJNSR;Male;0;Yes;Yes;39;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;252;98795;No
6917YACBP;Female;1;No;No;59;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;8975;54969;No
5049MUBWG;Male;0;No;No;26;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;One year;No;Bank transfer (automatic);75;190835;No
4223WOZCM;Male;1;No;No;2;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;4995;1071;No
0769MURVM;Female;0;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);657;457535;No
9253VIFJQ;Male;0;Yes;No;65;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;One year;No;Credit card (automatic);6705;430955;No
7030FZTFM;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);1109;792275;No
9741YLNTD;Male;0;No;No;6;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);8795;52235;No
5917RYRMG;Male;1;No;No;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);198;5877;No
5120ZBLAI;Female;0;Yes;No;50;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;One year;No;Bank transfer (automatic);757;38762;No
1194BHJYC;Male;0;Yes;No;61;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;6215;377885;No
3663MITLP;Female;0;No;No;15;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10125;145725;Yes
0906QVPMS;Male;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);11515;834945;No
9025ZRPVR;Male;0;No;No;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;1895;1856;Yes
1905OEILC;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;195;195;No
7858GTZSP;Female;0;No;No;12;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8655;10669;No
3285UCQVC;Female;0;No;No;37;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;No;Credit card (automatic);286;97355;Yes
6248BSHKG;Male;0;Yes;Yes;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;204;122645;No
4685TFLLS;Male;0;Yes;Yes;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);198;3423;No
3470BTGQO;Male;0;No;Yes;21;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;4565;98505;No
1209VFFOC;Male;0;Yes;Yes;68;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check;564;394845;No
8224DWCKX;Male;1;No;No;12;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);733;82805;No
5482PLVPE;Female;1;No;No;2;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;2435;4185;Yes
4553DVPZG;Female;0;Yes;No;62;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10135;61647;No
4902OHLSK;Female;1;No;No;29;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;No;Electronic check;9865;286275;Yes
6917IAYHD;Male;0;No;Yes;1;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;336;336;No
0495ZBNGW;Male;1;Yes;No;5;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);799;34395;Yes
8620RJPZN;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;207;207;No
7572KPVKK;Male;0;No;Yes;62;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;10405;65905;No
2642MAWLJ;Female;0;Yes;Yes;36;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2025;71795;No
2357COQEK;Female;1;No;No;28;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;1033;289065;Yes
7103ZGVNT;Female;0;Yes;Yes;69;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;No;One year;No;Credit card (automatic);737;488585;No
3737GCSPV;Female;0;Yes;No;11;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);962;122205;Yes
2027WKXMW;Female;0;Yes;No;63;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;10875;68717;No
7137NAXML;Male;0;No;No;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);2015;4056;No
2428ZMCTB;Male;0;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);1975;20825;No
2961VNFKL;Female;0;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);2595;18019;No
1768HNVGJ;Female;1;No;No;45;Yes;Yes;DSL;Yes;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;7005;306245;No
6963KQYQB;Female;0;Yes;Yes;70;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2405;176475;No
5934RMPOV;Female;0;No;Yes;22;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8475;181675;No
1207BLKSA;Female;0;Yes;Yes;52;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2305;12551;No
4088YLDSU;Male;0;Yes;No;55;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;10415;574305;Yes
8316BBQAY;Female;0;No;No;65;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);5995;39211;No
1166PQLGG;Female;0;Yes;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);1955;146345;No
3146JTQHR;Male;0;Yes;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);196;18945;No
4291YZODP;Female;0;No;Yes;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;2005;968;No
4395PZMSN;Male;1;No;No;5;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;8555;4085;No
6427FEFIG;Female;0;Yes;Yes;24;Yes;Yes;DSL;Yes;No;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);786;184665;No
0017IUDMW;Female;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);1168;845675;No
8706HRADD;Male;0;No;No;21;No;No phone service;DSL;Yes;No;No;Yes;Yes;No;Month-to-month;Yes;Mailed check;4355;10115;No
9955QOPOY;Male;0;Yes;No;69;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);608;42634;No
4385ZKVNW;Male;0;Yes;Yes;44;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);549;25491;No
5446DKWYW;Female;1;Yes;Yes;61;Yes;Yes;DSL;No;No;Yes;No;Yes;No;One year;Yes;Electronic check;652;396505;No
2034CGRHZ;Male;1;No;No;24;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);10295;24967;Yes
5797APWZC;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;906;906;Yes
3683QKIUE;Female;0;No;No;6;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);508;28805;Yes
4228ZGYUW;Male;0;No;No;4;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;9005;3681;Yes
9031ZVQPT;Male;0;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;1082;78406;No
2990IAJSV;Male;0;No;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);92;663275;No
8107KNCIM;Male;1;Yes;No;14;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;751;101335;No
9027YFHQJ;Male;0;No;No;7;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);2505;15295;No
5176LDKUH;Female;0;No;No;48;Yes;No;Fiber optic;No;Yes;No;No;No;No;One year;No;Electronic check;7515;377265;No
4644OBGFZ;Male;0;Yes;Yes;55;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;195;102635;No
7926IJOOU;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);193;193;No
6480YAGIY;Male;0;No;No;45;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);1122;503185;No
4029HPFVY;Male;0;No;No;3;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;703;2204;No
7602DBTOU;Female;0;Yes;No;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;196;14165;No
5345BMKWB;Male;0;Yes;No;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2025;15835;No
3519ZKXGG;Female;0;Yes;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7585;2566;Yes
5457COLHT;Male;0;Yes;Yes;69;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);8065;554255;No
6416TVAIH;Male;0;Yes;Yes;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;685;685;Yes
5451YHYPW;Female;1;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);11575;84437;No
5108ADXWO;Male;0;No;No;11;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;735;79175;Yes
7998WNZEM;Male;0;No;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);806;57082;No
3066RRJIO;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;6995;6995;Yes
4664NJCMS;Female;0;Yes;No;33;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);5955;20163;No
0307BCOPK;Female;0;No;No;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;1905;32665;No
7629WFGLW;Female;1;Yes;No;56;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;One year;No;Electronic check;9565;547175;No
2542HYGIQ;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);1995;1995;No
6715OFDBP;Male;0;No;No;5;Yes;No;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;7005;3464;Yes
5016LIPDW;Male;0;Yes;Yes;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;194;10616;No
6481LXPWL;Male;0;Yes;Yes;56;No;No phone service;DSL;No;Yes;Yes;No;No;No;One year;Yes;Credit card (automatic);361;19715;No
1567DSCIC;Male;0;No;No;8;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;94;77365;Yes
2150UWTFY;Female;0;Yes;Yes;22;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;No;Mailed check;6115;142205;Yes
6124ACRHJ;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1975;1975;No
9362MWODR;Female;0;No;Yes;40;Yes;No;DSL;Yes;No;No;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);641;246035;No
9975GPKZU;Male;0;Yes;Yes;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);1975;8565;No
9625RZFUK;Male;0;Yes;Yes;63;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;197;127585;No
5153LXKDT;Male;0;Yes;Yes;68;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;1102;74675;No
5161UBZXI;Male;0;Yes;Yes;69;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);10635;726175;No
1020JPQOW;Female;0;Yes;No;56;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;No;Electronic check;9055;51166;No
7919ZODZZ;Female;0;Yes;Yes;10;Yes;No;DSL;No;Yes;Yes;No;No;Yes;One year;Yes;Mailed check;659;66005;No
0565JUPYD;Male;0;No;No;63;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;One year;No;Credit card (automatic);1045;65908;No
6867ACCZI;Female;0;Yes;Yes;24;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check;525;120815;No
5939XAIXZ;Female;0;No;No;19;Yes;Yes;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;561;10339;No
9054FOWNV;Male;0;Yes;Yes;22;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;8875;188515;No
2683BPJSO;Male;0;Yes;No;29;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;8445;24671;Yes
2157MXBJS;Male;0;Yes;No;13;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;One year;Yes;Mailed check;753;98945;Yes
8207VVMYB;Female;0;Yes;No;70;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);26;200695;No
9732EQMWY;Female;0;Yes;No;49;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;994;5025;No
9360AHGNL;Female;1;Yes;No;43;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;10955;483025;Yes
1087UDSIH;Female;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;196;5975;Yes
5269NRGDP;Male;0;Yes;Yes;42;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;7315;308825;No
6195MELTI;Male;0;No;No;57;Yes;No;DSL;No;Yes;No;Yes;No;No;One year;Yes;Mailed check;5465;31347;No
5485WUYWF;Male;1;No;No;2;Yes;No;DSL;Yes;No;Yes;No;Yes;No;Month-to-month;No;Bank transfer (automatic);664;9455;Yes
2121JAFOM;Female;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);11555;83124;No
8818DOPVL;Female;1;No;No;46;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10445;486385;No
2632UCGVD;Male;1;Yes;No;66;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);10005;68719;Yes
5445PZWGX;Male;0;No;No;62;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;Yes;One year;No;Electronic check;102;652925;Yes
1227UDMZR;Female;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);9115;66379;No
5198HQAEN;Male;0;Yes;Yes;35;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;No;One year;Yes;Electronic check;897;31656;No
9170CCKOU;Male;0;Yes;No;17;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;No;Credit card (automatic);902;145415;Yes
2167FQSTQ;Female;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;924;67861;No
2819GWENI;Female;0;Yes;Yes;28;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;199;543;No
1043YCUTE;Male;0;Yes;No;56;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);2515;132715;Yes
3814MLAXC;Female;0;No;No;31;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);7985;240415;Yes
3572UUHRS;Male;0;No;No;45;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);1885;8673;No
2692PFYTJ;Female;0;No;No;1;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;2575;2575;No
1226UDFZR;Female;0;No;No;2;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;496;1147;Yes
5955EPOAZ;Female;0;No;No;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;2095;1095;No
6821JPCDC;Female;0;Yes;No;48;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;9705;469295;No
8815LMFLX;Male;0;Yes;Yes;25;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);254;54685;No
9135HSWOC;Male;0;Yes;Yes;64;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);197;127405;No
8582KRHPJ;Male;0;No;No;50;No;No phone service;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;35;17824;No
